Model,Input,TF-TRT,AP,AP50,AP75,APsmall,APmedium,APlarge,ARmax=1,ARmax=10,ARmax=100,ARsmall,ARmidium,ARlarge,images/sec,99th_percentile(ms),total_time(s),latency_mean(ms),latency_median(ms),latency_min(ms)
EfficientDet D0,512x512,TF-TRT FP32,0.328194743301253,0.51617199774786,0.344228982993997,0.143539951002254,0.368910247200416,0.502162756258956,0.286836171007608,0.44109416651962,0.468676686738163,0.231575436000586,0.531909776855719,0.679824083667422,7.84153293070939,151.556730270386,635.203323364258,128.323903709951,127.809286117554,100.290298461914
EfficientDet D0,512x512,TF-TRT FP16,0.32814978866599,0.515973643095304,0.344411165486464,0.143410321752165,0.369031831218467,0.501574503600651,0.286777430760714,0.441103127477051,0.468604549911263,0.231091364231139,0.532107845673908,0.679674435477906,7.9522820928223,148.740530014038,626.247735261917,126.514693992307,126.111626625061,99.50852394104
EfficientDet D0,512x512,TF-TRT INT8,0.319935511804515,0.504316081168328,0.336646257833461,0.132971484292659,0.357220743354228,0.495243585406695,0.280694037207755,0.431928148803566,0.459688531943649,0.2160313816613,0.52009530023565,0.680821890337645,7.94567385778623,149.527549743652,626.830586910248,126.63244180005,126.103758811951,98.3302593231201
EfficientDet D1,640x640,Native FP32,0.366345545496022,0.559998752828848,0.38808556711667,0.169675857056474,0.406464725753418,0.543110973713237,0.309590395690284,0.482063948447514,0.512349831726,0.277966808185785,0.56648871219866,0.713755478182133,5.43463032056796,211.613893508911,914.273561954498,184.701729687777,184.355139732361,148.64182472229
EfficientDet D1,640x640,TF-TRT FP32,0.366345536717026,0.559998511949783,0.388085561021741,0.169676212413513,0.406464344094583,0.543110979825898,0.309590395690284,0.482063948447514,0.512349831726,0.277966808185785,0.56648871219866,0.713755478182133,5.79159009679263,200.793027877808,858.313727140427,173.396712553622,173.009276390076,138.358354568481
EfficientDet D1,640x640,TF-TRT FP16,0.366226257847148,0.55970845624707,0.38824031429763,0.169500611990549,0.406529320975694,0.540757668699513,0.309581749496175,0.482233580680656,0.512443671079941,0.278481943528059,0.566369637075496,0.713695125865446,5.65457593791026,204.516887664795,879.163157701492,177.608718727574,177.110910415649,140.101671218872
EfficientDet D1,640x640,TF-TRT INT8,0.360040713641369,0.550101126429044,0.378683486580183,0.162843334118909,0.400710437042079,0.532419376502173,0.304997931801086,0.476191522259986,0.505786855754979,0.271369496118959,0.556563402542717,0.706719325270095,5.62717051792019,206.056594848633,883.341512203217,178.452830748125,177.98924446106,142.510652542114
EfficientDet D2,768x768,Native FP32,0.398372115509178,0.594473048717651,0.423921879684008,0.209833712680833,0.444073392289321,0.561046040147232,0.332031123807836,0.517390805502908,0.550716539467129,0.336429898031353,0.601471478535663,0.739210952160617,3.97030429896634,288.951873779297,1251.30455756187,252.788799507449,252.34055519104,207.924604415894
EfficientDet D2,768x768,TF-TRT FP32,0.398372076530928,0.594473205124046,0.423921640274894,0.209833706634819,0.444070797489084,0.561046005176117,0.332031123807836,0.517390805502908,0.550716539467129,0.336429898031353,0.601471478535663,0.739210952160617,4.28626639003565,269.818544387817,1159.87311553955,234.317801119101,234.043121337891,183.935642242432
EfficientDet D2,768x768,TF-TRT FP16,0.398380079174726,0.594466334836634,0.423806852066669,0.209712493889693,0.444168565196414,0.560883546210379,0.331975465123037,0.517333132111077,0.550704918171604,0.336590940462031,0.601545625216556,0.738786997638992,4.44360758375822,262.419700622559,1118.84976887703,226.030256338794,225.65484046936,179.215669631958
EfficientDet D2,768x768,TF-TRT INT8,0.389832879639007,0.584048843477443,0.412937797684261,0.198099186267742,0.435689260469326,0.556265866970235,0.324810352440508,0.507204968259389,0.539239541442268,0.322882784950035,0.589873183868008,0.730007068584334,4.46973836788933,260.867595672607,1112.19994282722,224.686857136813,224.144339561462,175.657987594605
EfficientDet D3,896x896,Native FP32,0.424787334338145,0.621898768172969,0.453975205665765,0.247589751585297,0.463558588763638,0.583531804009312,0.341246575915594,0.543356139277657,0.578096872897309,0.373134459278225,0.625756762192306,0.750121023643906,3.14188521190166,359.110593795776,1579.9570479393,319.183242007939,318.777322769165,254.209518432617
EfficientDet D3,896x896,TF-TRT FP32,0.424787401064603,0.621898552708112,0.453975212297746,0.247589836227148,0.463558600313012,0.583531811246213,0.341246575915594,0.543356139277657,0.578096872897309,0.373134459278225,0.625756762192306,0.750121023643906,3.30720790904112,345.643997192383,1501.5741918087,303.348321577515,302.820801734924,242.870092391968
EfficientDet D3,896x896,TF-TRT FP16,0.424744770011344,0.621989740299456,0.45344670847534,0.247623177402941,0.46353744413606,0.583580645485806,0.34132346977641,0.543478073208645,0.578231462458908,0.373336608973223,0.625626938810373,0.750431407961243,3.37399394227309,337.293863296509,1472.05939912796,297.385737197568,296.920895576477,232.605934143066
EfficientDet D3,896x896,TF-TRT INT8,0.350990191636527,0.524404839176425,0.367904297898511,0.183629933263361,0.378935085457138,0.509838606063827,0.30326314845838,0.476383721973669,0.50817063591273,0.293659636551809,0.541626254389313,0.701264966597284,3.38845376117617,336.610078811645,1465.68672609329,296.098328503695,295.63295841217,236.474990844727
EfficientDet D4,1024x1024,Native FP32,0.45645067642207,0.662737935447274,0.489836300441082,0.291668948079539,0.500057333016062,0.615292447912824,0.35685957335357,0.5692696199224,0.605360592892239,0.430612513485819,0.651215217725562,0.768989616093718,2.41811839698738,469.215393066406,2053.51570439339,414.851657453209,414.425253868103,333.03689956665
EfficientDet D4,1024x1024,TF-TRT FP32,0.456450680553026,0.662737935168603,0.48983630888559,0.291668858564162,0.50005736212662,0.615292451899909,0.35685957335357,0.5692696199224,0.605360592892239,0.430612513485819,0.651215217725562,0.768989616093718,2.4312287560635,468.941926956177,2042.59587144852,412.64563059566,412.548542022705,333.977222442627
EfficientDet D4,1024x1024,TF-TRT FP16,0.456450515894518,0.662647003988335,0.490124608730439,0.291542663606168,0.499974810048994,0.615303051387306,0.356929791283018,0.569171038634035,0.60538046697391,0.43015714111916,0.651275375194304,0.768994807054235,2.47488975693148,459.226369857788,2006.57170271873,405.36802075126,404.942750930786,327.022790908813
EfficientDet\ D4,1024x1024,TF-TRT INT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EfficientDet D5,1280x1280,Native FP32,0.461403038943461,0.666356747477957,0.497402767162985,0.296275192364327,0.506402437013538,0.608140568391769,0.359114483240893,0.581995334057758,0.619018700728514,0.442998978363507,0.663860934734047,0.771680980620889,1.57962258913461,715.168714523315,3142.79671311378,634.908426891674,634.129405021668,520.921230316162
EfficientDet D5,1280x1280,TF-TRT FP32,0.461403035145484,0.666356748500121,0.497402759706437,0.296275193516691,0.506402437013538,0.608140568391769,0.359114483240893,0.581995334057758,0.619018700728514,0.442998978363507,0.663860934734047,0.771680980620889,1.53486253896426,731.555223464966,3233.27011632919,653.185882086706,652.148246765137,536.59725189209
EfficientDet D5,1280x1280,TF-TRT FP16,0.461412330776163,0.666353678582358,0.497399402695058,0.296719875693366,0.506376417254116,0.608111928238223,0.359131270243128,0.582074018544913,0.61904734414993,0.443845876342594,0.663853841177969,0.771682637517935,1.54242443728648,723.013401031494,3216.47449564934,649.792827403907,649.102449417114,535.33148765564
EfficientDet\ D5,1280x1280,TF-TRT INT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EfficientDet D6,1280x1280,Native FP32,0.465974069983274,0.670415723312947,0.501880563611302,0.312946439748601,0.51489630929027,0.603305365304591,0.362391622724405,0.588203309232668,0.625491998237771,0.458493252162249,0.670483922634212,0.776131286719464,1.28025720873862,869.506597518921,3873.88634586334,782.603302194615,781.528115272522,653.588533401489
EfficientDet D6,1280x1280,TF-TRT FP32,0.465974139496731,0.670415816819792,0.501880574454325,0.31294645770454,0.514896373403873,0.603305367074798,0.362391622724405,0.588203309232668,0.625491998237771,0.458493252162249,0.670483922634212,0.776131286719464,1.27210241594768,874.018430709839,3899.12166929245,787.701347331808,786.136746406555,662.097454071045
EfficientDet D6,1280x1280,TF-TRT FP16,0.465955239186069,0.670411012973167,0.501882407506928,0.312849417625434,0.514874003344387,0.603306135359111,0.362382201389827,0.588176223321128,0.625485928375396,0.458428140092689,0.670502124667307,0.776131286719464,1.29521515779703,853.051424026489,3828.91682076454,773.518549649402,772.081255912781,651.749610900879
EfficientDet\ D6,1280x1280,TF-TRT INT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EfficientDet D7,1536x1536,Native FP32,0.477460849531282,0.681362932553792,0.511925561587765,0.317405483132068,0.52065842753661,0.628571938715145,0.367201846066743,0.594287233395286,0.631701173211535,0.464921072776717,0.676015817327944,0.78707691444967,1.03937749621248,1080.002784729,4772.82600498199,964.207273733736,962.162256240845,791.940450668335
EfficientDet D7,1536x1536,TF-TRT FP32,0.477460971792937,0.681363096944045,0.511925681607474,0.317405483132068,0.52065842753661,0.628571938715145,0.367201846066743,0.594287233395286,0.631701173211535,0.464921072776717,0.676015817327944,0.78707691444967,1.05328149479508,1064.89562988281,4710.95624279976,951.708331878739,950.193762779236,778.231620788574
EfficientDet D7,1536x1536,TF-TRT FP16,0.477509671171805,0.681366605336796,0.512001441180911,0.317505765537845,0.520648001378042,0.628572026346175,0.367286244165054,0.594371239936778,0.631788201543231,0.465170352019081,0.675994509279095,0.78707691444967,1.04592491847371,1067.87467002869,4743.06503820419,958.194957212968,956.2908411026,794.09122467041
EfficientDet\ D7,1536x1536,TF-TRT INT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSD MobileNet v2,320x320,Native FP32,0.200197405569123,0.345520948855221,0.199133340889667,0.022952871168542,0.172423778370156,0.413392910853227,0.212485437714547,0.325134245189032,0.3444105789937,0.068603466253559,0.351331631539437,0.654303641812976,29.7139727052185,38.9516353607178,167.069181680679,33.7513498344807,33.5508584976196,28.4883975982666
SSD MobileNet v2,320x320,TF-TRT FP32,0.200197418809446,0.345520928565925,0.199133357089421,0.022952871168542,0.172423774352941,0.413392995494711,0.212485437714547,0.325134245189032,0.3444105789937,0.068603466253559,0.351331631539437,0.654303641812976,33.8205565877901,34.8427295684814,146.861069917679,29.6689030136725,29.4601917266846,24.9710083007812
SSD MobileNet v2,320x320,TF-TRT FP16,0.200128389533714,0.345294503194818,0.198550661606751,0.022918626550634,0.172096358172499,0.413579126584755,0.212283298203767,0.324972036761943,0.34422016774615,0.068178388475543,0.350866310637622,0.654407999044838,34.0341652652209,34.5873832702637,145.935526609421,29.4819245675597,29.2890071868896,24.864673614502
SSD MobileNet v2,320x320,TF-TRT INT8,0.200100826426105,0.344139478619392,0.199515464109096,0.0229897493882,0.171232585736962,0.415780338252221,0.212137608315506,0.325593364697459,0.344721615711232,0.069322943437415,0.349233150968283,0.657654134911127,34.0464601897511,34.564733505249,145.869940757751,29.4686749005559,29.2803049087524,25.2561569213867
SSD MobileNet V1 FPN,640x640,Native FP32,0.286746103808082,0.461085689526529,0.305215504208906,0.131391235824934,0.312544920252837,0.415053298298611,0.268250260495103,0.433761795156381,0.468511501071743,0.238515334130827,0.510259996240069,0.662240773426762,8.45352959822204,132.726907730103,587.014872550964,118.588863141609,118.649244308472,95.7810878753662
SSD MobileNet V1 FPN,640x640,TF-TRT FP32,0.286746798216862,0.461087350786115,0.305217614339158,0.131391248185169,0.312545143459929,0.415053307509871,0.268250260495103,0.433761911144133,0.468511617059494,0.238515334130827,0.510260331990808,0.662240773426762,8.9066327542098,126.542568206787,557.350354671478,112.596031246763,112.643241882324,90.740442276001
SSD MobileNet V1 FPN,640x640,TF-TRT FP16,0.286720779076946,0.461289497705802,0.304747946004873,0.131657165964477,0.312600971382447,0.414379338550761,0.267987833298049,0.43341876172903,0.468613285032322,0.238364744388589,0.510271444185509,0.661809097809612,9.23756141952236,124.288320541382,537.702576160431,108.626783062713,108.613610267639,84.8076343536377
SSD MobileNet V1 FPN,640x640,TF-TRT INT8,0.284922474740957,0.45777182488126,0.303671250941956,0.130283694478161,0.310744267340887,0.413988150584992,0.267356873111909,0.431873096491547,0.465870616581113,0.23796293912301,0.508200781624699,0.659147758257644,9.42164925320059,120.429992675781,527.085417747498,106.481902575252,106.544375419617,81.3233852386475
SSD MobileNet V2 FPNLite,320x320,Native FP32,0.220967567372955,0.372535889428166,0.228099848586479,0.051208052536413,0.233946642412203,0.384904981429303,0.217726516169221,0.336164852091809,0.362189673830784,0.077682278107885,0.418058118099643,0.608340305287167,18.8468696806945,60.8844757080078,263.454280138016,53.2230868965688,53.0508756637573,43.6947345733643
SSD MobileNet V2 FPNLite,320x320,TF-TRT FP32,0.220967727361157,0.372536227576697,0.228099842892758,0.051208053722302,0.233946874313377,0.384904975727299,0.217726516169221,0.336164852091809,0.362189673830784,0.077682278107885,0.418058118099643,0.608340305287167,21.3810976421446,55.2341938018799,232.58238697052,46.9863408021253,46.8149185180664,38.5005474090576
SSD MobileNet V2 FPNLite,320x320,TF-TRT FP16,0.220961110440679,0.372545308237293,0.228448964947181,0.051363034044042,0.234262521369104,0.384188306081659,0.217711177242699,0.33615526636833,0.362066349442545,0.077505218029918,0.418474611797652,0.607631502281796,21.4831106567794,54.7637939453125,231.448179244995,46.7572079282818,46.6005802154541,37.5344753265381
SSD MobileNet V2 FPNLite,320x320,TF-TRT INT8,0.217424492087785,0.367860885685565,0.224587729258328,0.050847969103942,0.230615960617201,0.377070417124326,0.215737044677022,0.335101194574546,0.361582964043608,0.078191759869743,0.417890548868995,0.607415093689598,21.1192142961242,55.3059577941895,235.321111440659,47.5396184728603,47.3345518112183,39.2541885375977
SSD MobileNet V2 FPNLite,640x640,Native FP32,0.276892085882641,0.460995256405005,0.291513538718742,0.115051481632259,0.30394256538776,0.410497730944068,0.254526396891203,0.406675760256479,0.438462512830589,0.212140267881766,0.48306667409221,0.627175855427871,8.99391715241434,124.21989440918,551.855232954025,111.485905647278,111.624240875244,91.4032459259033
SSD MobileNet V2 FPNLite,640x640,TF-TRT FP32,0.276892215255227,0.460995422397851,0.291513535818587,0.115051471977383,0.303942544731607,0.410497723725501,0.254526396891203,0.406675760256479,0.438462512830589,0.212140267881766,0.48306667409221,0.627175855427871,9.36295907649791,119.977951049805,530.226315021515,107.116427277074,107.213139533997,87.0862007141113
SSD MobileNet V2 FPNLite,640x640,TF-TRT FP16,0.276981835268492,0.460927362107902,0.291580377434264,0.115577472552275,0.303915804377375,0.410578504716594,0.255059087533536,0.406849079489332,0.438616254558737,0.213286890050616,0.483204000484618,0.626557000477743,9.75089296120945,115.701198577881,509.153105974197,102.859213328121,102.953791618347,82.0081233978272
SSD MobileNet V2 FPNLite,640x640,TF-TRT INT8,0.25802885054877,0.434214295453007,0.266162953249216,0.111486372928882,0.278305652394049,0.378821097612658,0.241909959177921,0.390542353700701,0.421296068631058,0.204390360216415,0.460470249183424,0.598180745840369,9.69683934051487,117.645263671875,512.123069763184,103.459206012764,103.409647941589,83.8119983673096
SSD ResNet50 V1 FPN RetinaNet50,640x640,Native FP32,0.337000789151056,0.51800516496363,0.366318270407779,0.155183403273671,0.370590817883034,0.495062914519674,0.298947867860136,0.47369959830385,0.509394101468821,0.272833209724323,0.559285332555678,0.716281268661518,7.82722746507635,140.097618103027,633.340028762817,127.947480558145,127.766966819763,106.714725494385
SSD ResNet50 V1 FPN RetinaNet50,640x640,TF-TRT FP32,0.337000935019316,0.518005464443625,0.366318484276923,0.15518340654212,0.370590820202607,0.49506291116767,0.298947867860136,0.47369959830385,0.509394101468821,0.272833209724323,0.559285332555678,0.716281268661518,8.70132439132773,125.885486602783,569.775623321533,115.106186529603,115.014672279358,95.2410697937012
SSD ResNet50 V1 FPN RetinaNet50,640x640,TF-TRT FP16,0.337082675899103,0.518139731323728,0.36640212762989,0.155369266193676,0.370722725789633,0.495075717235359,0.299330474105225,0.47383415272543,0.509328237978786,0.272926797242401,0.559324656035404,0.716535718984983,9.42028213268603,118.668794631958,526.511096954346,106.365878172595,106.243848800659,85.4222774505615
SSD ResNet50 V1 FPN RetinaNet50,640x640,TF-TRT INT8,0.337004240193652,0.518229774810859,0.365459953267732,0.159754498972863,0.370793364437648,0.497267409379725,0.298831116082962,0.474370124316174,0.510170106162538,0.281109993195883,0.560556125466097,0.715398066360896,9.40455765702318,117.9518699646,527.346454143524,106.534637200712,106.460332870483,89.5130634307861
SSD ResNet50 V1 FPN RetinaNet50,1024x1024,Native FP32,0.375806136639318,0.569548827345827,0.402932873392105,0.197066426547096,0.411801818927486,0.508743605024826,0.320034567297276,0.51433145557921,0.549824954986707,0.338535610610707,0.583349051602113,0.72704373862458,3.77815790070237,287.552118301392,1311.45589876175,264.940585608434,264.581799507141,221.77267074585
SSD ResNet50 V1 FPN RetinaNet50,1024x1024,TF-TRT FP32,0.375803116394731,0.569518881746842,0.402932850756623,0.197066492132646,0.411796029827739,0.508734558411744,0.320031198025039,0.51433145557921,0.549824954986707,0.338535610610707,0.583349051602113,0.72704373862458,3.95147792131258,277.735471725464,1254.48082280159,253.430469252846,252.738237380981,203.853368759155
SSD ResNet50 V1 FPN RetinaNet50,1024x1024,TF-TRT FP16,0.375757343807362,0.569538316080159,0.402636851476249,0.19703575430195,0.411627689540732,0.508934671279695,0.319080193648996,0.514400017791337,0.549774376659711,0.338813934818659,0.582883639427303,0.727542310592816,4.24020167954537,255.549430847168,1168.64555668831,236.090011452184,235.980629920959,192.390203475952
SSD ResNet50 V1 FPN RetinaNet50,1024x1024,TF-TRT INT8,0.375848363916201,0.569369733310399,0.402348577928564,0.197489364664398,0.412135923963581,0.508120865486178,0.320626134028023,0.514909524032446,0.550251465668131,0.33968983343863,0.583388826515945,0.727751101304588,4.18996539244351,259.239912033081,1182.87978219986,238.965612565628,238.807201385498,191.417694091797
SSD ResNet101 V1 FPN RetinaNet101,640x640,Native FP32,0.35031188673588,0.531835501090809,0.381139780539365,0.161234910493556,0.391198988887582,0.508543763152,0.305951059129739,0.48472196711883,0.519418056974538,0.280103205209557,0.569570843591792,0.726174193875388,7.25895481732258,149.081707000732,682.701169490814,137.919428179962,137.720942497253,120.321750640869
SSD ResNet101 V1 FPN RetinaNet101,640x640,TF-TRT FP32,0.350311807445566,0.531835364917959,0.381139803523143,0.161234879007611,0.391199082118632,0.508543765436519,0.305951059129739,0.48472196711883,0.519418056974538,0.280103205209557,0.569570843591792,0.726174193875388,8.10846647345219,137.717008590698,611.614715337753,123.558528351061,123.222231864929,104.213714599609
SSD ResNet101 V1 FPN RetinaNet101,640x640,TF-TRT FP16,0.349772859741144,0.531447978046894,0.380250714289431,0.16062793750388,0.390104528721783,0.508245756596062,0.305830548285099,0.484346129355854,0.519279650127022,0.280198526904134,0.569353497697115,0.726048303598057,8.90544301426135,125.796794891357,557.134201526642,112.552363944776,112.323641777039,93.9862728118897
SSD ResNet101 V1 FPN RetinaNet101,640x640,TF-TRT INT8,0.349901515660811,0.53115794781602,0.379914631175638,0.160805547880815,0.390396621862416,0.509127319194451,0.306618469203859,0.483980134600793,0.518700319132809,0.278026753524499,0.56871175159549,0.727043011503957,8.92793214309936,124.720573425293,555.520941734314,112.226452875619,112.07377910614,92.970609664917
