Model,Input,TF-TRT,AP,AP50,AP75,APsmall,APmedium,APlarge,ARmax=1,ARmax=10,ARmax=100,ARsmall,ARmidium,ARlarge,images/sec,99th_percentile(ms),total_time(s),latency_mean(ms),latency_median(ms),latency_min(ms)
SSD MobileNet V1 FPN,640x640,TF-TRT FP32,0.28674679821686194,0.46108735078611524,0.3052176143391577,0.13139124818516876,0.31254514345992945,0.41505330750987085,0.2682502604951033,0.43376191114413304,0.4685116170594942,0.23851533413082673,0.5102603319908077,0.6622407734267619,8.62649569787685,132.8592300415039,597.4398000240326,120.69490909576416,116.111159324646,92.43202209472656
SSD MobileNet V1 FPN,640x640,TF-TRT FP16,0.2866825452360904,0.4612808418932309,0.3046807814516667,0.13169279976450188,0.3125801939279514,0.41437848406823335,0.2679998240131212,0.4335000049888993,0.46857263768717755,0.23836889936410366,0.5101962220709848,0.6617635512509079,8.95004953374828,127.51412391662598,577.5831251144409,116.68345961907897,111.97888851165771,86.24577522277832
SSD MobileNet V2 FPNLite,320x320,TF-TRT FP32,0.22096771820255345,0.3725362012394888,0.22809984702075897,0.05120805372230241,0.23394689329341728,0.3849049759791951,0.21772651616922126,0.3361648520918095,0.362189673830784,0.07768227810788447,0.4180581180996433,0.6083403052871674,21.442409374733394,54.82888221740723,272.2485160827637,54.99970021874014,46.61595821380615,37.95218467712402
SSD MobileNet V2 FPNLite,320x320,TF-TRT FP16,0.2209411665706252,0.37257873886289883,0.22856294188588774,0.05136014140163502,0.2344424520709367,0.3839764448649018,0.2176606787699118,0.3361374804070463,0.36203944872097304,0.07756357821626522,0.41843652536573783,0.6071306098970863,21.39174065235131,55.29618263244629,273.772025346756,55.307479868031514,46.65851593017578,38.901567459106445
SSD MobileNet V2 FPNLite,640x640,TF-TRT FP32,0.27689220275048176,0.4609953228837449,0.2915135358185871,0.11505147197738277,0.30394258111857664,0.41049772372550114,0.25452639689120327,0.40667576025647906,0.4384625128305888,0.2121402678817659,0.4830666740922103,0.6271758554278707,9.42987982884133,120.9712028503418,579.2904553413391,117.02837481643215,106.0025691986084,85.7689380645752
SSD MobileNet V2 FPNLite,640x640,TF-TRT FP16,0.276984197588797,0.4609527113076038,0.2918295827603543,0.11555914412670826,0.30399644538059845,0.41053776343625725,0.25485297114141875,0.4067932558957118,0.4385010536519709,0.213298462061885,0.4835914268338455,0.6258203657021477,9.477060721623602,119.8265552520752,574.1810259819031,115.99616686503092,105.60798645019531,86.07220649719238
SSD ResNet50 V1 FPN RetinaNet50,640x640,TF-TRT FP32,0.33700085015538744,0.5180054531865129,0.366317940786936,0.15518340654212004,0.3705908145233295,0.49506291647576633,0.2989478678601365,0.47369959830384956,0.5093941014688211,0.2728332097243235,0.5592853325556778,0.7162812686615183,8.331072948826252,131.9427490234375,634.2411487102509,128.12952499196987,119.83144283294678,100.54898262023926
SSD ResNet50 V1 FPN RetinaNet50,640x640,TF-TRT FP16,0.33713360926062574,0.5181052587200708,0.36644252608698097,0.15537721387551787,0.37089848646053947,0.4949235365802081,0.2993399588739901,0.47398707145820057,0.5093961343282932,0.2726732143787089,0.5600158989695441,0.7160422237042766,9.111971197813244,122.35069274902344,583.548965215683,117.88867984155212,109.51530933380127,89.85304832458496
SSD ResNet50 V1 FPN RetinaNet50,1024x1024,TF-TRT FP32,0.37580291006804234,0.5695189291983628,0.4029329082648566,0.19706648988401268,0.4117955383312208,0.5087345449018648,0.32003119802503927,0.5143314555792103,0.5498249549867072,0.3385356106107071,0.5833490516021131,0.7270437386245799,3.9297093160187084,274.9485969543457,1260.9112994670868,254.72955544789633,254.730224609375,211.52377128601074
SSD ResNet50 V1 FPN RetinaNet50,1024x1024,TF-TRT FP16,0.3757977901919264,0.5698733678716776,0.402788799034382,0.19716918105521822,0.41151473124601173,0.5091693091943597,0.31910982488326556,0.5144891698903223,0.5499792940848997,0.33897688441407886,0.5831110378282157,0.7276201048392795,4.1338164899196945,270.48182487487793,1199.8932647705078,242.40267975161774,241.19329452514648,195.06335258483887
SSD ResNet101 V1 FPN RetinaNet101,640x640,TF-TRT FP32,0.3503118074455662,0.5318353649179591,0.3811398035231434,0.16123487900761113,0.3911990821186325,0.508543765436519,0.3059510591297393,0.4847219671188297,0.5194180569745379,0.28010320520955667,0.5695708435917919,0.7261741938753883,7.666906820618335,144.3021297454834,677.1158232688904,136.79107540785665,130.204439163208,112.00428009033203
SSD ResNet101 V1 FPN RetinaNet101,640x640,TF-TRT FP16,0.35008582030321445,0.5314774708324602,0.380886071149288,0.1607599610839047,0.3905356048174028,0.5083113784280285,0.30711572632726286,0.4847417001047826,0.5196451105321909,0.28053159957315266,0.570029377136814,0.7258814076048773,8.471523312664138,131.3316822052002,616.2304539680481,124.49100080162589,117.86878108978271,93.71185302734375
SSD ResNet101 V1 FPN RetinaNet101,1024x1024,TF-TRT FP32,0.3876175317461686,0.5802953583562646,0.42084019740058976,0.20601122737962285,0.42450980141595407,0.5307787290044866,0.3255001701713011,0.521475255471912,0.5563654087080847,0.3437282213517111,0.5974102168913134,0.7397881423396586,3.6191556755817116,298.1588840484619,1369.125224351883,276.59095441452183,276.26824378967285,231.25672340393066
SSD ResNet101 V1 FPN RetinaNet101,1024x1024,TF-TRT FP16,0.3874833416757667,0.580300764026065,0.4209102719493294,0.2058762564097024,0.4242532468095169,0.5302061942725889,0.3252834737680089,0.5218342649978636,0.5564918208622667,0.3439567172259257,0.5970129288893143,0.7401674122207943,3.9901451813059374,275.7678031921387,1242.47621011734,251.00529497320002,250.21684169769287,205.78408241271973
SSD ResNet152 V1 FPN RetinaNet152,640x640,TF-TRT FP32,0.3484904733943161,0.5282814858698777,0.3766417532828153,0.158157432546568,0.38550313571365247,0.5101736166021374,0.3039973102502751,0.4806133347579615,0.5161918442204062,0.27734893522916443,0.572457947249483,0.7176083415081154,7.5321420319952805,148.91719818115234,700.7815239429474,141.5720250389793,132.30490684509277,110.38446426391602
SSD ResNet152 V1 FPN RetinaNet152,640x640,TF-TRT FP16,0.3484388887313077,0.5281087775079337,0.3758593998251795,0.15787418693513716,0.38541943537266976,0.5108559901646308,0.30386223727426115,0.48034609374444126,0.5157777739517148,0.27665243181647353,0.572316037141438,0.7172748194607327,8.49611136635575,132.10129737854004,621.0990076065063,125.47454699121342,117.43855476379395,96.8325138092041
SSD ResNet152 V1 FPN RetinaNet152,1024x1024,TF-TRT FP32,0.38896248179998727,0.5811926432156669,0.421019397575156,0.20659491321884962,0.42525605441918085,0.5317656983633258,0.3261412392914273,0.5213670598396466,0.5579780792185806,0.34018046025407583,0.5981933230427394,0.7404154391363836,3.542408238720641,305.67049980163574,1398.7634835243225,282.57848152006517,282.18889236450195,234.97843742370605
