Model,AP,AP50,AP75,APsmall,APmedium,APlarge,ARmax=1,ARmax=10,ARmax=100,ARsmall,ARmidium,ARlarge
yolox_nano_416x416,0.251144299667463,0.4043838283317323,0.2611747141584612,0.07961036808660324,0.26598461566297776,0.40755703857686176,0.2397027668423901,0.37303887513073986,0.399502616093654,0.14302524932110652,0.45425756481994095,0.6146994779240067
yolox_tiny_416x416,0.314496153469859,0.4962149269753614,0.33161441829679783,0.12240068573494357,0.3490469901608793,0.48956551796677605,0.27458709180977264,0.4287233816075313,0.4539216298183632,0.21116873912019052,0.5171246243258699,0.6638368718527938
