Model,AP,AP50,AP75,APsmall,APmedium,APlarge,ARmax=1,ARmax=10,ARmax=100,ARsmall,ARmidium,ARlarge
efficientdet-lite0_fp32,0.2603073882614454,0.4216707438774876,0.2692411378227367,0.07202876389367914,0.29048064275716384,0.4394192661402394,0.22811888822828078,0.32927663812036,0.33799036976246205,0.09299982514387695,0.380790691149979,0.55774279483884
efficientdet-lite1_fp32,0.3016136995234321,0.4728725482507491,0.31547839483885376,0.10967567705572938,0.3360874568688996,0.4773296439854931,0.2548700755318286,0.37443827842426414,0.38389878239074937,0.1387278064451683,0.4289687031569247,0.5954116042627448
efficientdet-lite2_fp32,0.33159446595194425,0.5074840931958274,0.35218957134020323,0.13906009601650451,0.36880233078115837,0.5057714327223046,0.2758430361336009,0.40555931821348734,0.41605143808077844,0.18167566989020836,0.4643938003415041,0.6148933523107213
efficientdet-lite3_fp32,0.3631729809879575,0.5364218160051518,0.3888056694408091,0.1498355367573138,0.4124565671972951,0.5399352235888708,0.2943733200626594,0.44023493882164594,0.4505731611868123,0.1940953118420704,0.5099316888295323,0.6619198919932106
efficientdet-lite3x_fp32,0.386782414053525,0.5730343498483584,0.4121210339386894,0.20019894517851974,0.4303481397637197,0.5448398842773283,0.30836434310761474,0.4675561252527913,0.4798597677261563,0.25892831090498325,0.5273404944742608,0.6595272225470297
